Time,accY1,accY2
0.0,49.0,136.0
0.010000000000000009,60.0,181.0
0.020000000000000018,23.0,207.0
0.02999599999999991,21.0,179.0
0.039999999999999813,-37.0,168.0
0.04999999999999982,-34.0,125.0
0.05999599999999994,-65.0,110.0
0.06999199999999983,-25.0,127.0
0.07999999999999985,-19.0,128.0
0.08999999999999986,-17.0,148.0
0.09999999999999987,22.0,131.0
0.10999599999999998,3.0,118.0
0.11999999999999988,21.0,112.0
0.1299999999999999,15.0,89.0
0.139996,-3.0,76.0
0.1499919999999999,-3.0,71.0
0.15999999999999992,30.0,55.0
0.16999999999999993,42.0,109.0
0.17999599999999982,34.0,140.0
0.18999999999999995,20.0,108.0
0.19999599999999984,21.0,99.0
0.20999999999999996,26.0,90.0
0.21999999999999997,-12.0,93.0
0.22999999999999998,-20.0,98.0
0.23999199999999998,-28.0,119.0
0.250008,-35.0,134.0
0.26,-7.0,160.0
0.2699999999999998,-10.0,148.0
0.2799919999999998,-29.0,182.0
0.2899999999999998,-13.0,160.0
0.2999999999999998,-17.0,137.0
0.30999599999999994,-41.0,83.0
0.31999199999999983,-15.0,38.0
0.32999599999999996,-3.0,18.0
0.33999999999999986,-17.0,36.0
0.34999999999999987,-9.0,22.0
0.3599999999999999,-7.0,33.0
0.3699919999999999,-21.0,79.0
0.3799999999999999,-17.0,75.0
0.3899959999999998,-1.0,100.0
0.3999999999999999,32.0,145.0
0.4099879999999998,15.0,159.0
0.42000799999999994,30.0,168.0
0.42999999999999994,38.0,180.0
0.43999999999999995,47.0,178.0
0.44998799999999983,13.0,148.0
0.45999999999999996,38.0,132.0
0.47,17.0,114.0
0.47999599999999987,22.0,154.0
0.4899959999999999,37.0,149.0
0.4999999999999998,57.0,165.0
0.5099959999999999,63.0,195.0
0.5199959999999999,68.0,162.0
0.5299999999999998,38.0,184.0
0.5399959999999999,28.0,148.0
0.5499959999999997,22.0,121.0
0.56,-8.0,86.0
0.5699999999999998,5.0,88.0
0.579996,-28.0,77.0
0.5899999999999999,-12.0,60.0
0.6000000000000001,12.0,83.0
0.6099959999999998,-22.0,97.0
0.6199879999999998,-10.0,128.0
0.6299959999999998,-11.0,95.0
0.6399999999999997,-41.0,119.0
0.6499999999999999,-24.0,56.0
0.6599999999999997,-73.0,74.0
0.6699999999999999,-51.0,74.0
0.6799999999999997,-22.0,109.0
0.6899959999999998,-32.0,104.0
0.6999999999999997,1.0,100.0
0.7099919999999997,10.0,102.0
0.7199999999999998,6.0,90.0
0.7299959999999999,10.0,89.0
0.7399999999999998,9.0,113.0
0.7499959999999999,3.0,126.0
0.7599999999999998,55.0,141.0
0.77,24.0,116.0
0.7799959999999997,31.0,133.0
0.7899919999999998,35.0,93.0
0.7999999999999998,36.0,84.0
0.81,16.0,25.0
0.8199959999999997,-36.0,23.0
0.8300000000000001,-24.0,17.0
0.8399959999999997,-45.0,24.0
0.8500000000000001,-65.0,84.0
0.8599999999999999,-33.0,80.0
0.8699999999999997,-22.0,85.0
0.8799919999999997,-57.0,111.0
0.8900079999999999,-25.0,131.0
0.8999999999999999,-10.0,119.0
0.9099999999999997,-11.0,120.0
0.9199919999999997,12.0,166.0
0.9299999999999997,15.0,180.0
0.94,36.0,198.0
0.9499960000000001,46.0,235.0
0.9599919999999997,69.0,170.0
0.9699960000000001,65.0,266.0
0.98,75.0,282.0
0.9899999999999998,66.0,268.0
1.0,-18.0,168.0
1.009992,-58.0,118.0
1.02,-68.0,18.0
1.0299959999999997,-49.0,-32.0
1.04,-68.0,79.0
1.049988,-23.0,230.0
1.0600079999999998,-96.0,220.0
1.0699999999999998,-511.0,-896.0
1.08,-887.0,-2004.0
1.089988,-339.0,-1686.0
1.0999999999999996,-522.0,-1920.0
1.1099999999999999,-1133.0,-2303.0
1.119996,-1361.0,-2301.0
1.1299959999999998,-1236.0,-2071.0
1.1399999999999997,-733.0,-1364.0
1.1499959999999998,-1136.0,-1364.0
1.159996,-1292.0,-1446.0
1.17,-1169.0,-1202.0
1.179996,-1189.0,-884.0
1.1899959999999998,-1126.0,-802.0
1.1999999999999997,-1019.0,-325.0
1.21,-1404.0,-387.0
1.2199959999999996,-1312.0,-395.0
1.23,-857.0,-249.0
1.2399999999999998,-331.0,143.0
1.2499959999999999,-428.0,344.0
1.2599879999999999,-416.0,243.0
1.269996,73.0,282.0
1.2799999999999998,398.0,431.0
1.29,446.0,308.0
1.2999999999999998,818.0,634.0
1.31,953.0,852.0
1.3199999999999998,1025.0,670.0
1.329996,1141.0,716.0
1.3399999999999999,1318.0,878.0
1.3499919999999999,1186.0,888.0
1.3599999999999999,1289.0,1122.0
1.369996,1459.0,1423.0
1.38,1533.0,1446.0
1.389996,1339.0,1357.0
1.4,1250.0,1556.0
1.4099999999999997,1321.0,1766.0
1.4199959999999998,1521.0,1859.0
1.429992,1629.0,2102.0
1.44,1437.0,1966.0
1.4499999999999997,1060.0,2039.0
1.4599959999999998,979.0,2108.0
1.4699999999999998,857.0,2307.0
1.4799959999999999,808.0,2288.0
1.4899999999999998,841.0,2289.0
1.5,752.0,2280.0
1.5099999999999998,589.0,1961.0
1.5199919999999998,717.0,1841.0
1.530008,1058.0,1889.0
1.54,993.0,1695.0
1.5499999999999998,802.0,1401.0
1.5599919999999998,789.0,1235.0
1.5699999999999998,803.0,1006.0
1.5799999999999996,787.0,809.0
1.5899959999999997,946.0,797.0
1.5999919999999999,894.0,592.0
1.6099959999999998,630.0,355.0
1.6199999999999997,555.0,102.0
1.63,509.0,-6.0
1.6399999999999997,390.0,-101.0
1.6499919999999997,305.0,-145.0
1.6599999999999997,104.0,-288.0
1.6699959999999998,-102.0,-413.0
1.6799999999999997,-275.0,-594.0
1.689988,-403.0,-590.0
1.700008,-638.0,-635.0
1.71,-893.0,-675.0
1.7199999999999998,-1173.0,-730.0
1.7299879999999996,-1463.0,-819.0
1.7399999999999998,-1533.0,-924.0
1.75,-1574.0,-1031.0
1.7599959999999997,-1668.0,-1074.0
1.769996,-1751.0,-1284.0
1.7799999999999998,-1737.0,-1485.0
1.789996,-1512.0,-1548.0
1.7999959999999997,-1500.0,-1679.0
1.8099999999999996,-1537.0,-1832.0
1.8199959999999997,-1359.0,-1888.0
1.829996,-1169.0,-2017.0
1.8399999999999999,-997.0,-2129.0
1.8499999999999996,-877.0,-2179.0
1.8599959999999998,-838.0,-2140.0
1.8699999999999997,-771.0,-2115.0
1.88,-662.0,-2146.0
1.889996,-596.0,-2029.0
1.899988,-500.0,-1858.0
1.909996,-567.0,-1692.0
1.92,-713.0,-1506.0
1.9299999999999997,-727.0,-1262.0
1.94,-698.0,-954.0
1.9499999999999997,-748.0,-757.0
1.96,-760.0,-571.0
1.9699959999999996,-733.0,-312.0
1.98,-741.0,-104.0
1.989992,-712.0,144.0
2.0,-695.0,384.0
2.0099959999999997,-689.0,544.0
2.02,-510.0,610.0
2.0299959999999997,-418.0,758.0
2.04,-297.0,901.0
2.05,-16.0,996.0
2.059996,193.0,1064.0
2.0699919999999996,385.0,1106.0
2.0799999999999996,561.0,1077.0
2.09,868.0,1138.0
2.099996,1133.0,1159.0
2.11,1313.0,1189.0
2.119996,1532.0,1156.0
2.13,1609.0,1218.0
2.1399999999999997,1735.0,1213.0
2.15,1761.0,1341.0
2.159992,1871.0,1444.0
2.1700079999999997,1821.0,1552.0
2.1799999999999997,1662.0,1633.0
2.19,1649.0,1729.0
2.199992,1576.0,1796.0
2.21,1404.0,1911.0
2.2199999999999998,1240.0,2009.0
2.229996,1137.0,2084.0
2.239992,949.0,2132.0
2.249996,760.0,2132.0
2.26,605.0,2129.0
2.27,534.0,2094.0
2.28,389.0,2048.0
2.289992,349.0,1962.0
2.3,326.0,1801.0
2.309996,417.0,1648.0
2.32,391.0,1450.0
2.3299879999999997,405.0,1195.0
2.3400079999999996,510.0,984.0
2.3499999999999996,578.0,727.0
2.36,595.0,501.0
2.3699879999999998,575.0,209.0
2.38,625.0,-21.0
2.3899999999999997,600.0,-196.0
2.399996,562.0,-379.0
2.4099959999999996,499.0,-534.0
2.42,299.0,-669.0
2.4299959999999996,142.0,-793.0
2.439996,-65.0,-924.0
2.4499999999999997,-200.0,-954.0
2.459996,-535.0,-1016.0
2.4699959999999996,-762.0,-1060.0
2.48,-954.0,-1085.0
2.4899999999999998,-1205.0,-1110.0
2.499996,-1438.0,-1105.0
2.51,-1652.0,-1137.0
2.52,-1806.0,-1117.0
2.529996,-1881.0,-1209.0
2.5399879999999997,-1920.0,-1276.0
2.5499959999999997,-1959.0,-1366.0
2.56,-1859.0,-1404.0
2.57,-1803.0,-1488.0
2.5799999999999996,-1705.0,-1610.0
2.5899999999999994,-1542.0,-1750.0
2.6,-1329.0,-1808.0
2.609996,-1127.0,-1899.0
2.6199999999999997,-954.0,-1944.0
2.629992,-786.0,-1985.0
2.64,-632.0,-1986.0
2.6499959999999994,-449.0,-1910.0
2.6599999999999997,-343.0,-1819.0
2.669996,-305.0,-1756.0
2.68,-236.0,-1614.0
2.69,-221.0,-1406.0
2.699996,-217.0,-1182.0
2.709992,-270.0,-910.0
2.72,-305.0,-632.0
2.73,-326.0,-374.0
2.739996,-405.0,-107.0
2.7499999999999996,-468.0,140.0
2.7599959999999997,-504.0,389.0
2.77,-484.0,668.0
2.78,-473.0,852.0
2.7899999999999996,-396.0,1048.0
2.799992,-311.0,1165.0
2.8100079999999994,-191.0,1281.0
2.82,-39.0,1374.0
2.8299999999999996,118.0,1428.0
2.839992,310.0,1441.0
2.85,605.0,1464.0
2.86,825.0,1446.0
2.869996,1086.0,1407.0
2.879992,1300.0,1394.0
2.89,1482.0,1374.0
2.9,1697.0,1339.0
2.909996,1894.0,1326.0
2.9199999999999995,1950.0,1331.0
2.9299959999999996,1976.0,1342.0
2.9399959999999994,2030.0,1389.0
2.9499999999999997,1988.0,1446.0
2.9599999999999995,1885.0,1509.0
2.969992,1658.0,1611.0
2.9800039999999997,1553.0,1697.0
2.989996,1355.0,1773.0
2.999996,1119.0,1866.0
3.009992,933.0,1935.0
3.0199959999999995,709.0,1945.0
3.03,542.0,1996.0
3.039996,315.0,1947.0
