Time,voltage
0.0,3.4652981758117676
0.019896000000000136,3.4359726905822754
0.03990400000000016,3.401759624481201
0.05990400000000018,3.377321481704712
0.07990399999999998,3.3431084156036377
0.09990399999999999,3.2942326068878174
0.11990400000000001,3.216031312942505
0.13990400000000003,3.123167037963867
0.15990400000000005,3.0303030014038086
0.17990400000000006,2.8934507369995117
0.19990400000000008,2.7663733959198
0.2199040000000001,2.6099705696105957
0.2398960000000001,2.4291300773620605
0.25990400000000013,2.2629520893096924
0.27989600000000014,2.091886520385742
0.29990400000000017,1.8817204236984253
0.31989599999999996,1.681329369544983
0.339904,1.45650053024292
0.359896,1.2903225421905518
0.379904,1.114369511604309
0.39990400000000004,0.9677419066429138
0.41990400000000005,0.8211143612861633
0.4399040000000001,0.703812301158905
0.4599040000000001,0.6060606241226196
0.4799040000000001,0.5180840492248535
0.4999040000000001,0.43988269567489624
0.5199040000000001,0.3812316656112671
0.5398959999999999,0.3519061505794525
0.5599040000000002,0.3372434079647064
0.579896,0.3519061505794525
0.5999040000000002,0.366568922996521
0.6199000000000001,0.4007820188999176
0.6399040000000003,0.47409579157829285
0.659896,0.5474095940589905
0.6799039999999998,0.6207233667373657
0.6999039999999999,0.7086998820304871
0.7199039999999999,0.8308895230293274
0.7399039999999999,0.9775171279907227
0.7599039999999999,1.1192570924758911
0.7799039999999999,1.2952101230621338
0.799904,1.461388111114502
0.819904,1.681329369544983
0.839904,1.8817204236984253
0.859904,2.08699893951416
0.8798960000000002,2.2580645084381104
0.899904,2.4193549156188965
0.9198959999999998,2.5953078269958496
0.9399040000000001,2.7272727489471436
0.9598959999999999,2.8592374324798584
0.9799040000000001,2.9765396118164062
0.9998959999999999,3.074291229248047
1.0199040000000001,3.1573803424835205
1.0399040000000002,3.240469217300415
1.0599040000000002,3.2844574451446533
1.0799040000000002,3.3088953495025635
1.0999040000000002,3.3235580921173096
1.1199040000000002,3.3235580921173096
1.1399039999999998,3.2942326068878174
1.1599039999999998,3.2697947025299072
1.179896,3.206256151199341
1.1999039999999999,3.1427175998687744
1.219896,3.069403648376465
1.239904,2.956989288330078
1.259904,2.8543498516082764
1.279904,2.7272727489471436
1.2998960000000002,2.5953078269958496
1.319904,2.4340176582336426
1.339904,2.2922775745391846
1.359904,2.1212120056152344
1.379904,1.9257086515426636
1.399904,1.7302052974700928
1.419904,1.5591397285461426
1.439904,1.3636363744735718
1.459904,1.2023460865020752
1.479904,1.0654937028884888
1.4999040000000001,0.9139785170555115
1.519896,0.8162267804145813
1.539912,0.7086998820304871
1.559896,0.6353861093521118
1.5799040000000002,0.5718474984169006
1.599896,0.5327468514442444
1.6199039999999998,0.49364614486694336
1.6398879999999998,0.4789833724498749
1.6599039999999998,0.48875856399536133
1.679896,0.5180840492248535
1.6999039999999999,0.5474095940589905
1.7199039999999999,0.6011730432510376
1.739904,0.6598240733146667
1.759904,0.7575757503509521
1.779904,0.8406646847724915
1.799904,0.9530791640281677
1.8198960000000002,1.085044026374817
1.839904,1.2218964099884033
1.8598960000000002,1.3831866979599
1.879904,1.5884653329849243
1.899904,1.764418363571167
1.919904,1.9403715133666992
1.9398959999999998,2.1358749866485596
1.959904,2.2971651554107666
1.979904,2.4340176582336426
1.9999040000000001,2.5904202461242676
2.0199040000000004,2.7126100063323975
2.039904,2.8347995281219482
2.0599040000000004,2.922776222229004
2.079904,3.0303030014038086
2.0999039999999995,3.093841552734375
2.119904,3.1427175998687744
2.1399039999999996,3.1720430850982666
2.159896,3.206256151199341
2.1799039999999996,3.216031312942505
